,name,hospital_id,nickname,content,date,revisit
9,친절한 홍 한의원,1846776864,dms****,요즘손목 손가락 발목 발가락통증이심해서치료를 받으러 내원을했는데요 아플때마다치료를받으러오면다양한물리치료와침치료약침치료 덕분에 한결통증이없어져서좋아요 항상치료신경써서치료해주시는원장님부원장님간호사분들께감사드려요^^,11.19.일,77번째 방문
0,친절한서치과의원,1112636431,히이사,친절해요,11.6.월,6번째 방문
1,친절한서치과의원,1112636431,밥솥41,시설이 깨끗해서 좋아요 주말에 갑자게 유지장치 떨어져서 아프고 불편했는데 일요일에도 진료중이라 치료 잘 받았어요 친절하게 진료해주셔서 편안하게 진료받았습니다내용 더보기,10.22.일,1번째 방문
2,친절한서치과의원,1112636431,sbjijjweo9,굿,10.16.월,2번째 방문
3,친절한서치과의원,1112636431,sbjijjweo9,이름대로 친절하십니다,10.11.수,1번째 방문
4,친절한서치과의원,1112636431,또롱또또롱,사랑니 발치를 위해 고심하다가 방문했는데 좋은 선택이었던 것 같습니다! 계속 이용하게 될 것 같아요.,9.14.목,1번째 방문
5,친절한서치과의원,1112636431,샤인24,"이가 아파서 왔는데 원장님도 직원분들도 진짜 친절하시고 안 아프시게 치료도 잘받고 왔네요.
비용도 비싸지 않고 다른 치과에서는 치료하라는 것도 여기서는 정기검진 하면서 심해지면 하라고 하시고  돈까지 절약 됐어요~ㅎ감사합니다~!!",9.14.목,1번째 방문
6,친절한서치과의원,1112636431,푸윤융,"치료 끝났다고 선물 주심
친절한 치료와 과잉진료 없고 진짜
친절한 진료비 체고임",9.13.수,1번째 방문
7,친절한서치과의원,1112636431,gml6044,"이름대로 친절해요
원장님도 안아프게 조심하는게 느껴지고 직원들도 친절해요. 
환자먹으라고 놔둔 차 종류도 많고 배려가 느껴지네요. ",9.13.수,1번째 방문
8,친절한서치과의원,1112636431,tamina,"선생님들 모두 친절하고 원장선생님도 친절하고 꼼꼼하게 진료 잘 봐주십니당! :) 
이곳저곳 치료 받을거 예상하고 갔는데 과잉진료 없으시고 설명도 잘 해주세요ㅎㅎ 감사합니다",9.1.금,1번째 방문
9,친절한서치과의원,1112636431,ock****,"깨끗한 치과 내부와 친절한 위생사님의 안내로 들어가자마자 기분이 좋아지는 병원이네요 무엇보다 원장님이 엄청 친절하시고 꼼꼼하셔서  너~무 좋아요^^ 여기 와보니 이제는 다른 치
과가 눈에 보이지 않네요^^ 잘해주셔서 감사합니다~~♡내용 더보기",8.28.월,1번째 방문
0,콕콕마취통증의학과의원,1910782928,sun****, ,11.21.화,1번째 방문
1,콕콕마취통증의학과의원,1910782928,RHCP66, ,11.1.수,3번째 방문
2,콕콕마취통증의학과의원,1910782928,RHCP66,육아로 어깨통증이 너무 심해서 방문했는데 의사선생님도 경청을 잘 해주시고 아주 명확하게 궁금한 점들에 대해서 답변을 해주셨어요. 그리고 주사치료를 하면서 많이 호전되어서 앞으로도 꾸준히 치료받으려고 합니다. 간호사분들과 물리치료실 간호사님도 정말 정말 친절하시고 환자를 많이 배려해주셔서 주사가 무서웠는데 마음의 안정을 찾을 수 있었어요^^ 앞으로도 열심히 치료 받을게요! 감사합니다!,10.21.토,2번째 방문
3,콕콕마취통증의학과의원,1910782928,으악9514,"그림하고 실제로 똑같이 생기셨어요 ㅋㅋ 명함 넘 취저~~~ 🫡 전문의여서 믿고 방문했습니다!  원장님께서 친절하시고  자세하게 설명해주셔서 좋았습니다!  무엇보다 직원분들까지도
 친절합니다 ~~~  제 어깨 잘 부탁드려요 ~>_<내용 더보기",10.20.금,1번째 방문
4,콕콕마취통증의학과의원,1910782928,cha****,긋,10.14.토,1번째 방문
5,콕콕마취통증의학과의원,1910782928,sy****,굿,9.19.화,2번째 방문
6,콕콕마취통증의학과의원,1910782928,붉은전갈99,ㅈㅇ,9.19.화,6번째 방문
7,콕콕마취통증의학과의원,1910782928,붉은전갈99,ㅈㅇ,9.15.금,5번째 방문
8,콕콕마취통증의학과의원,1910782928,붉은전갈99,ㅈㅇ,9.9.토,4번째 방문
9,콕콕마취통증의학과의원,1910782928,붉은전갈99,ㅈㅇ,9.8.금,3번째 방문
0,퀸스메디산부인과의원,12831810,wat****,좋음,11.23.목,5번째 방문
1,퀸스메디산부인과의원,12831810,s17****,친절해요,11.22.수,6번째 방문
2,퀸스메디산부인과의원,12831810,피카츄2867,^^,11.22.수,2번째 방문
3,퀸스메디산부인과의원,12831810,HotJjiN,"사람이 항상 많아요 
예약해도 대기시간이 좀 있아요",11.22.수,1번째 방문
4,퀸스메디산부인과의원,12831810,케루,친절해요,11.21.화,4번째 방문
5,퀸스메디산부인과의원,12831810,kik****,친절하고 편안한 분위기 좋아요,11.18.토,1번째 방문
6,퀸스메디산부인과의원,12831810,근근72,좋아요~~!,11.18.토,15번째 방문
7,퀸스메디산부인과의원,12831810,엉뚱5772,여자의사선생님이 많아서 좋아요,11.17.금,3번째 방문
8,퀸스메디산부인과의원,12831810,하이하이24792,진료 잘 받았어요,11.16.목,1번째 방문
9,퀸스메디산부인과의원,12831810,tmd****,좋아요,11.13.월,2번째 방문
0,크리덴트치과의원,12844272,alr****,친절해요!,11.22.수,11번째 방문
1,크리덴트치과의원,12844272,dbd****,"원장님 늘~~ 넘치도록 친절하세요.
자세하게 설명도 너무 잘해주시구요^^",8.7.월,4번째 방문
2,크리덴트치과의원,12844272,alr****,친절해요,8.1.화,10번째 방문
3,크리덴트치과의원,12844272,khk****,좋아요 ,7.22.토,4번째 방문
4,크리덴트치과의원,12844272,khk****,좋아요 ,6.17.토,3번째 방문
5,크리덴트치과의원,12844272,das****,좋아요,4.19.수,1번째 방문
6,크리덴트치과의원,12844272,HC예그리나,!!,2.22.수,6번째 방문
7,크리덴트치과의원,12844272,dee****,굿,1.11.수,1번째 방문
8,크리덴트치과의원,12844272,dbd****,선생님 너무 친절하게 자세히 설명 잘해주시고 치료도 잘해 주십니다 ^^,22.12.19.월,3번째 방문
9,크리덴트치과의원,12844272,HC예그리나,.,22.11.21.월,5번째 방문
0,키즈웰소아청소년과의원,19570342,zmffnlxldp,빈혈검사도 하시네요~오늘은 아이 빈혈검사랑 감기진료 엄마진료 다같이 했어요~~,11.14.화,5번째 방문
1,키즈웰소아청소년과의원,19570342,수청9,ㅇㅇ,10.21.토,27번째 방문
2,키즈웰소아청소년과의원,19570342,12966,친절해요,10.19.목,3번째 방문
3,키즈웰소아청소년과의원,19570342,12966,친절해요,10.16.월,2번째 방문
4,키즈웰소아청소년과의원,19570342,수청9,ㅇㅇ,10.14.토,26번째 방문
5,키즈웰소아청소년과의원,19570342,수청9,ㅇㅇ,10.11.수,25번째 방문
6,키즈웰소아청소년과의원,19570342,12966,친절하고 좋아요 사람 많아서 혼잡하니 아침에 서두르세요,10.4.수,1번째 방문
7,키즈웰소아청소년과의원,19570342,dld****,늘어린아이들이많은걸보면진료를잘보시는것같아요,10.4.수,1번째 방문
8,키즈웰소아청소년과의원,19570342,lhy6541,친절해요,9.21.목,2번째 방문
9,키즈웰소아청소년과의원,19570342,cyberkyung,친절해요,9.20.수,5번째 방문
0,태경한의원,1537313944,nan****,직원분들 친절하시고 한의사님 역시 친절하시고 실력도 좋으신거같아요,7.15.토,1번째 방문
1,태경한의원,1537313944,블링2576,집에서 거리가 있지만 원장님 실력에 찾게되요~^^,3.14.화,1번째 방문
2,태경한의원,1537313944,지크19,좋아요 ,1.26.목,4번째 방문
3,태경한의원,1537313944,사랑하는딸0331, ,22.12.21.수,1번째 방문
4,태경한의원,1537313944,winter8524,친절하세요,22.2.12.토,2번째 방문
5,태경한의원,1537313944,winter8524,좋아요,22.2.12.토,1번째 방문
6,태경한의원,1537313944,wis****,보통,21.11.27.토,1번째 방문
7,태경한의원,1537313944,오렌지2393,친절하고 좋습니다. 담이걸려서 갔는데 침맞고 금방 좋아져서 놀랐습니다.,21.7.23.금,1번째 방문
8,태경한의원,1537313944,JINA1611,의사선생님 및 직원 모두 친절합니다. 진료도 잘 봐주시고 치료받을 때 마음이 편안해지는 곳이에요.,20.11.25.수,1번째 방문
9,태경한의원,1537313944,쏘피6912,친절해요,20.5.12.화,1번째 방문
0,태광치과의원,19531869,유리공주75,좋아요,2.21.화,5번째 방문
1,태광치과의원,19531869,honorstar,친절해요 ,2.8.수,3번째 방문
2,태광치과의원,19531869,유리공주75,친절해요,2.6.월,4번째 방문
3,태광치과의원,19531869,honorstar,좋아요 ,2.1.수,2번째 방문
4,태광치과의원,19531869,honorstar,친절해요,1.31.화,1번째 방문
5,태광치과의원,19531869,유리공주75,좋아요,1.30.월,3번째 방문
6,태광치과의원,19531869,유리공주75,친절하구 좋아요,1.9.월,2번째 방문
7,태광치과의원,19531869,유리공주75,항상 친절하시고 치료 잘해주세요,22.12.12.월,1번째 방문
8,태광치과의원,19531869,제니3772,좋아요 ,22.10.6.목,1번째 방문
9,태광치과의원,19531869,yah****, ,22.8.26.금,2번째 방문
0,태능성모의원,19528625,지삼2,친절해요,11.18.토,5번째 방문
1,태능성모의원,19528625,bse****, ,10.18.수,1번째 방문
2,태능성모의원,19528625,지삼2,친절해요,10.14.토,4번째 방문
3,태능성모의원,19528625,dnj****,좋아요,10.4.수,3번째 방문
4,태능성모의원,19528625,hsg****,굿 ,9.18.월,1번째 방문
5,태능성모의원,19528625,딸기좋아72,친절해요 ,9.18.월,1번째 방문
6,태능성모의원,19528625,지삼2,굿,9.15.금,3번째 방문
7,태능성모의원,19528625,또하늘,의사선생님 진료 잘봐주세요.,8.3.목,1번째 방문
8,태능성모의원,19528625,초긍미래,치료가 잘 되는곳이네요. 감사합니다~,8.2.수,2번째 방문
9,태능성모의원,19528625,jen****,원장님 연세도 있으시고 동네 할아버지느낌? 편하고 좋아요,8.1.화,2번째 방문
0,태능제일의원,19512776,리마델타리마,좋아요,11.13.월,5번째 방문
1,태능제일의원,19512776,hjo****,ㅊㅈㅎㅇ,11.6.월,2번째 방문
2,태능제일의원,19512776,cjs****,좋습니다,11.1.수,1번째 방문
3,태능제일의원,19512776,뿡뿡이7747,오래된 단골,9.22.금,1번째 방문
4,태능제일의원,19512776,koa****,친절해요,9.21.목,2번째 방문
5,태능제일의원,19512776,5dw,굿,9.14.목,7번째 방문
6,태능제일의원,19512776,리마델타리마,친절해요,8.30.수,4번째 방문
7,태능제일의원,19512776,5dw,굿,8.29.화,6번째 방문
8,태능제일의원,19512776,디디6653,.,5.27.토,1번째 방문
9,태능제일의원,19512776,쩝쩝박ㅅ사,"신랑이 진료 봤어요.
오래된 곳이라 걱정했는데,
친절하시고 처방받은 약도 잘 들었습니다.",5.27.토,1번째 방문
0,태릉마이크로의원,13149230,빨강공주3,친절해요,11.23.목,13번째 방문
1,태릉마이크로의원,13149230,khs****,친절해요 ,11.22.수,1번째 방문
2,태릉마이크로의원,13149230,쿤츠,"병원에 계신분들이 너무 친절하시고, 특히 의사선생님 말씀도 잘들어주시고 답변도 잘해주셔서 너무 감사했습니다. 집에서 거리도 가까워서 너무 좋네요.",11.21.화,1번째 방문
3,태릉마이크로의원,13149230,아딸아 맘,"친절하고 자세한 상담과 처방
너무 좋아요~~~",11.21.화,12번째 방문
4,태릉마이크로의원,13149230,핑크3633,다른병원에서 모르고지나칠뻔했던 골절도 찾아주시고  과잉진료없이직원분 의사샘 친절하십니다. 최근에 리모델링했는지 매우 새것같아요. 손의중요성을 느끼며 씁니다내용 더보기,11.13.월,1번째 방문
5,태릉마이크로의원,13149230,hsg****,ㅋ,11.4.토,3번째 방문
6,태릉마이크로의원,13149230,딸기좋아72,친절해요 ,11.4.토,3번째 방문
7,태릉마이크로의원,13149230,hsg****,굿 ,10.25.수,2번째 방문
8,태릉마이크로의원,13149230,딸기좋아72,굿,10.25.수,2번째 방문
9,태릉마이크로의원,13149230,gone2,친절해요! 도수치료👍🏻👍🏻,10.24.화,25번째 방문
0,태미안의원,35452281,맛집만리뷰씀요,염증주사 1대 만천원 빠르고 안아파요 굿,11.23.목,3번째 방문
1,태미안의원,35452281,jaa1972,굿,11.21.화,3번째 방문
2,태미안의원,35452281,비타6737,"토요일에 사람은 많지만, 데스크 직원분들 원장님 모두 친절하시고 점 시술도 저렴해요!",11.18.토,1번째 방문
3,태미안의원,35452281,ky8765,턱 보톡스 맞으러 종종 가는데 다들 친절하셔서 넘 좋아용 5-6개월 주기로 맞는게 좋겠다고 하셔서 시간 맞춰 또 가려구요!,11.14.화,4번째 방문
4,태미안의원,35452281,jaa1972,굿,11.14.화,2번째 방문
5,태미안의원,35452281,한이바보,친절해요 ,11.8.수,2번째 방문
6,태미안의원,35452281,박경미19,친절해요,11.3.금,2번째 방문
7,태미안의원,35452281,psj****,좋아요,11.1.수,1번째 방문
8,태미안의원,35452281,suksuk822,친절하신 의사쌤과 간호사쌤~,10.30.월,6번째 방문
9,태미안의원,35452281,허걱천사,보톡스 저렴하고 직원모두친절해요. 근데 이마 한군데 멍들고 아픈부위가 오래가네요,10.23.월,1번째 방문
0,태미안치과의원,34761459,11도리11,"데스크는 병원 얼굴인데 이렇게 불친절해도되나요 치료해주는 치위생사 의사 다 친절한데 
다녀본 모든 치과 병원 통틀어 가장 불친절.
일하기 싫으면 관두든가 하세요",11.2.목,3번째 방문
1,태미안치과의원,34761459,참이슬705848,"부모님이 연세가 많으셔서 틀니상담을 하고 왔습니다~~친절하신의사선생님과 간호사선생님들께 감사드립니다 연세가 있으셔서 치료와상담하시는데 힘드셨겠지만 항상 웃음띤 얼굴
로 대해주시고 겁이 많으신 엄마도 편안함을 느끼셨던거 같습니다 나이가 많으시다보니  치아도 발치 하고 틀니까지 하시니 속상 하고  불안한 마음이 있으셨겠지만 상냥하신 간호사선
생님들 덕분에 너무 슬퍼하지 않으셨습니다 감사드리고 끝까지 치료가 잘 되길 부탁드립니다내용 더보기",10.6.금,1번째 방문
2,태미안치과의원,34761459,김수딩수,꼼꼼하게 봐주시고 과잉진료도 없어서 믿고 디닐 수 있을 것 같아요! 친절하게 봐주셔서 감사합니다~,9.27.수,1번째 방문
3,태미안치과의원,34761459,sundd11,ㅠ노오,9.7.목,3번째 방문
4,태미안치과의원,34761459,chacha621,너무 친절하시고 진료 꼼꼼히 봐주셔서 온가족들 다 이용하는 치과입니다!! ,8.11.금,2번째 방문
5,태미안치과의원,34761459,gpf****,굿..,8.3.목,1번째 방문
6,태미안치과의원,34761459,sundd11,튜ㅜㅌ,7.12.수,2번째 방문
7,태미안치과의원,34761459,jennifer93,.,6.28.수,1번째 방문
8,태미안치과의원,34761459,RHCP66,간호사분들도 정말 친절하시고 의사쌤도 설명을 잘 해주세요^^ 임산부가 입덧때문에 힘들때도 아주 세심하게 배려해주셔서 감동받았어요 ^^,5.23.화,3번째 방문
9,태미안치과의원,34761459,김서경8,"선생님,간호사님들 모두 친절하고 좋으세요!",5.2.화,1번째 방문
0,태온한의원,1600132368,도토리852,좋아요 😀 ,11.6.월,42번째 방문
1,태온한의원,1600132368,도토리852,좋아요 😀 ,11.3.금,41번째 방문
2,태온한의원,1600132368,도토리852,좋아요 😀 ,10.30.월,40번째 방문
3,태온한의원,1600132368,도토리852,좋아요 😀 ,10.26.목,39번째 방문
4,태온한의원,1600132368,도토리852,좋아요 😀 ,10.23.월,38번째 방문
5,태온한의원,1600132368,여신효주,긋,10.20.금,16번째 방문
6,태온한의원,1600132368,도토리852,좋아요 😀,10.19.목,37번째 방문
7,태온한의원,1600132368,도토리852,좋아요 😀 ,10.16.월,36번째 방문
8,태온한의원,1600132368,도토리852,좋아요 😀 ,10.12.목,35번째 방문
9,태온한의원,1600132368,도토리852,좋아요 😀 ,10.5.목,34번째 방문
0,편안한내과,1009196190,SIA5175,"원장님도 친절 하시고 간호사 쌤도 친절 하심.
목아퍼서 다녀욤",11.16.목,1번째 방문
1,편안한내과,1009196190,ae78,갈 때마다 좋아요~ 의사선생님 너무 친절하세요^^!! ,11.13.월,2번째 방문
2,편안한내과,1009196190,NANUGUGAE,좋아요👍,11.10.금,3번째 방문
3,편안한내과,1009196190,꽃순이12,원장님께서도 친절하게 설명도 잘해주시고 간호사님들께서도 항상 친절하셔서 너무 감사드려요 ㅎㅎ,11.6.월,8번째 방문
4,편안한내과,1009196190,zlxl0417,"친절해요
",11.3.금,9번째 방문
5,편안한내과,1009196190,NANUGUGAE,좋아요👍👍,11.3.금,2번째 방문
6,편안한내과,1009196190,세이스이,좋아요 ,11.3.금,1번째 방문
7,편안한내과,1009196190,NANUGUGAE,피검사하고왔어용👍👍,10.21.토,1번째 방문
8,편안한내과,1009196190,ahn****,친절해요,10.20.금,7번째 방문
9,편안한내과,1009196190,luvvvu,의사분이 상담 잘해주십니당,10.6.금,1번째 방문
0,포인트마취통증의학과의원,1986223391,qtd****,역에서 가깝고 늦게까지 하니까 너무 좋아요! 물리치료랑 한글 치료사님 도수치료 잘 받고 갑니다ㅎㅎ,11.21.화,1번째 방문
1,포인트마취통증의학과의원,1986223391,정재희587,믿고가는 도수치료 김한글쌤 잘 봐주세요,11.21.화,1번째 방문
2,포인트마취통증의학과의원,1986223391,남수빈수빈,팔꿈치가 너무 아파서 갔는데 친절하고 필요한 치료만 해주셔요,11.21.화,1번째 방문
3,포인트마취통증의학과의원,1986223391,rug****,한글쌤한테 도수치료 받았어요!! 아픈곳 딱 찝어서 도수해주시는데 너무 잘하세요ㅜ,11.21.화,1번째 방문
4,포인트마취통증의학과의원,1986223391,피아노샘39,프론트에 계신 간호사 선생님 너무 밝으시고 원장님 틴절하게 설명해 주시면서 진료 해 주셔서 너무 좋았어요 😊병원 넓고 깨끗해서 아프면 다시 갈 것 같아요 ~~ 감사합니다 ^^ ,11.21.화,1번째 방문
5,포인트마취통증의학과의원,1986223391,nil****,밤까지 열려있어서 넘 좋았어요ㅠㅠ 덕분에 치료 잘 받고 갑니다!!,11.20.월,1번째 방문
6,포인트마취통증의학과의원,1986223391,가리니가림,김한글 치료사님 도수치료 받았습니다 친절하시고 꼼꼼하셔서 감사했습니다,11.20.월,1번째 방문
7,포인트마취통증의학과의원,1986223391,굴굴박이,도수치료 추천받고 갔는데 좋아요^^ 원장님 한글쌤 간호사분들 모두 친절하세요~,11.20.월,1번째 방문
8,포인트마취통증의학과의원,1986223391,코뿔소뿔2,직장에서 가깝고 9시까지 해서 편해요ㅎㅎㅎ,11.16.목,1번째 방문
9,포인트마취통증의학과의원,1986223391,하울링2929, 어깨가 너무 아파서 갔는데 좋아요 추천해여,11.16.목,1번째 방문
0,폴라리스박치과의원,12846574,꽈배기킬러,굿,11.15.수,2번째 방문
1,폴라리스박치과의원,12846574,gao****,좋아요 ,10.24.화,7번째 방문
2,폴라리스박치과의원,12846574,gao****,친절해요,10.20.금,4번째 방문
3,폴라리스박치과의원,12846574,gao****,좋아요 ,10.18.수,3번째 방문
4,폴라리스박치과의원,12846574,gao****,친절해요 ,8.30.수,1번째 방문
5,폴라리스박치과의원,12846574,옌짼,너무너무 친절하세요~ 설명도 잘해주십니다^^,6.16.금,1번째 방문
6,폴라리스박치과의원,12846574,꽈배기킬러,굿,6.5.월,1번째 방문
7,폴라리스박치과의원,12846574,엘사쌤h,원장님 간호사님들 다 친절하고 좋으셔요 과잉진료안하고 양심적으로 치료해주십니다 !! 실력도 좋으시고 안아파요,5.9.화,1번째 방문
8,폴라리스박치과의원,12846574,올리브5172,"원장님, 간호사님들 친절하세요!",1.10.화,3번째 방문
9,폴라리스박치과의원,12846574,gus****,원장쌤이 굉장히 친절하세요,22.12.30.금,1번째 방문
0,푸른의원,19527728,벌컨89,친절하시고 진료 잘 봐주십니다.,11.18.토,9번째 방문
1,푸른의원,19527728,khh****,샘 불친절,11.10.금,6번째 방문
2,푸른의원,19527728,구미호짱,친절해요,10.14.토,4번째 방문
3,푸른의원,19527728,친절한우네씨,굳,10.14.토,1번째 방문
4,푸른의원,19527728,하나곰,굿,10.14.토,9번째 방문
5,푸른의원,19527728,con****,친절해요 ,10.10.화,5번째 방문
6,푸른의원,19527728,khh****,친절해요,10.5.목,5번째 방문
7,푸른의원,19527728,joo****,설명을 잘 해줘요,9.2.토,4번째 방문
8,푸른의원,19527728,khh****,친절해요,8.16.수,4번째 방문
9,푸른의원,19527728,dkd****,좋아요 ,8.16.수,7번째 방문
0,푸른이비인후과의원,19952417,whr****,친절해요,11.23.목,4번째 방문
1,푸른이비인후과의원,19952417,가비영,친절하고 진료 잘 보셔요,11.22.수,3번째 방문
2,푸른이비인후과의원,19952417,cuj05167,굿,11.20.월,14번째 방문
3,푸른이비인후과의원,19952417,쁘띠해피주리,친절해요,11.17.금,2번째 방문
4,푸른이비인후과의원,19952417,붉은눈새,쾌적하고 친절해요,11.16.목,1번째 방문
5,푸른이비인후과의원,19952417,whr****,굿,11.16.목,3번째 방문
6,푸른이비인후과의원,19952417,cuj05167,굿,11.15.수,13번째 방문
7,푸른이비인후과의원,19952417,unh****,사람많아요,11.15.수,8번째 방문
8,푸른이비인후과의원,19952417,unh****,사람이 많아요,11.14.화,7번째 방문
9,푸른이비인후과의원,19952417,cuj05167,친절해요,11.14.화,12번째 방문
0,프라임성모내과의원,1522405410,layla80,친절하고 의사샘 재밌어요,11.18.토,5번째 방문
1,프라임성모내과의원,1522405410,꽁주꺼,원장님에 상담 항상 좋아요~^^,11.9.목,12번째 방문
2,프라임성모내과의원,1522405410,0 214,친절해요,10.26.목,10번째 방문
3,프라임성모내과의원,1522405410,림림39,정말 불친절한 의사선생님 때문에 기분 나빠서 돌아오게 되었습니다. 아무리 아파도 이 병원은 다시 안갈 것 같습니다. ,10.21.토,1번째 방문
4,프라임성모내과의원,1522405410,bab****,자주 이용 하고 있어요.....,10.20.금,1번째 방문
5,프라임성모내과의원,1522405410,이향자68,진료상세히아러주십니다,10.10.화,9번째 방문
6,프라임성모내과의원,1522405410,똥글아빠83,건강검진 받을 때 다녀왔던 성모내과. 편안하고 신속하게 진행되었다.,10.7.토,1번째 방문
7,프라임성모내과의원,1522405410,layla80,친절해요 ,10.2.월,4번째 방문
8,프라임성모내과의원,1522405410,꽁주꺼,급한데로,9.27.수,11번째 방문
9,프라임성모내과의원,1522405410,김동우29,얼마나 심한지 뭔지 말 안해서 심한건가요? 물어보니까 “약 드린다고“ 원장 말투;; 뭐 이런..내용 더보기,9.26.화,1번째 방문
0,플러스내과의원,1124530972,rewave,진료 꼼꼼히 잘 봐주셔요!! 엄청 친절하시고 병원도 깨끗해서 아프면 여기로 올 생각이에요^^,11.22.수,5번째 방문
1,플러스내과의원,1124530972,건강유지,"플러스내과 여의사선생님 친절하세요
",11.16.목,1번째 방문
2,플러스내과의원,1124530972,낙천63,친절해요 ,11.13.월,9번째 방문
3,플러스내과의원,1124530972,헬로218,친절해요~ 손님 많습니다,11.6.월,1번째 방문
4,플러스내과의원,1124530972,ly****,친절해요 ,11.4.토,55번째 방문
5,플러스내과의원,1124530972,경태맘36,친절합니다,11.2.목,7번째 방문
6,플러스내과의원,1124530972,1j****,이번에 건강검진을 어디서 할지 고민하다가 여기서 했는데 너무 만족스러워요^^ 직원분들도 친절하시고 무엇보다 내시경하고 전체적인 검진을 꼼꼼히 봐주시고 설명해주시네요. 검진한 곳 중에 가장 좋았습니다^^,11.2.목,1번째 방문
7,플러스내과의원,1124530972,rewave,검진 꼼꼼히 잘 봐주십니다. 내시경도 잘 봐주시고 친절하게 설명해주세요!! 다음에도 검진 받는다면 여기에서 받을 것 같아요!!,11.1.수,4번째 방문
8,플러스내과의원,1124530972,미소사랑5029,친절하고 치료를 잘 해 주는 병원이예요,10.30.월,18번째 방문
9,플러스내과의원,1124530972,낙천63,친절해요 ,10.28.토,8번째 방문
0,플러스비뇨기과의원,13272125,진동하,의사쌤은 뭐가 기분나쁘셨는지 두번오면될걸 3일뒤에와서 똑같은약 타가고 4일뒤에와서 또 약타가고 하고 검사맡으러 오라고 하네요 ㅠ 왜 한번에 약 안주시고 나눠서주시냐 하니까 3일뒤에 바로 못온다고 얘기 안하지 않았냐 라고 하네요 ㅎ 환자랑 무슨 기싸움을 그렇게 하시는지.. 의사 기분맞춰가며 진료받아야하는곳입니다 ㅠ ,10.20.금,1번째 방문
1,플러스비뇨기과의원,13272125,kom****,"시크하고 
친절하세요",10.20.금,1번째 방문
2,플러스비뇨기과의원,13272125,복길이2676,친절하고 진찰을 잘 봐주세요,8.22.화,1번째 방문
3,플러스비뇨기과의원,13272125,하마투,ㅇㅇ친절하심,8.22.화,1번째 방문
4,플러스비뇨기과의원,13272125,k5****,친절해요.,8.21.월,1번째 방문
5,플러스비뇨기과의원,13272125,헤비포터,선생님이 전문적이세요,8.21.월,1번째 방문
6,플러스비뇨기과의원,13272125,lee****,좋아요,8.21.월,1번째 방문
7,플러스비뇨기과의원,13272125,999****,일을 너무 많이 했나봐요  손목이 너무 아파 주사4방맛고. 괞찬아졌어요 선생님 최고~~^^,8.19.토,1번째 방문
8,플러스비뇨기과의원,13272125,수청9,ㅇㅇ,8.19.토,1번째 방문
9,플러스비뇨기과의원,13272125,ddb****,친절해요,8.16.수,1번째 방문
0,하나마취통증의학과의원,19520570,kso****,치료가 잘됩니다,9.12.화,2번째 방문
1,하나마취통증의학과의원,19520570,kso****,통증이 치료 하기 좋은곳 같아요,8.29.화,1번째 방문
2,하나마취통증의학과의원,19520570,가국현,치료를 잘  해주는곳9,7.3.월,14번째 방문
3,하나마취통증의학과의원,19520570,율리앙,좋아요,6.15.목,15번째 방문
4,하나마취통증의학과의원,19520570,율리앙,좋아요,5.23.화,14번째 방문
5,하나마취통증의학과의원,19520570,율리앙,좋아요,5.2.화,13번째 방문
6,하나마취통증의학과의원,19520570,okimo337,굿,4.4.화,1번째 방문
7,하나마취통증의학과의원,19520570,스머펫4175,",,,,,,,,,",4.3.월,1번째 방문
8,하나마취통증의학과의원,19520570,프르니82,효과 좋아요 굿,3.11.토,1번째 방문
9,하나마취통증의학과의원,19520570,다비 야,굿,3.10.금,3번째 방문
0,하나정형외과의원,19521496,들장미21,친절해요,11.23.목,13번째 방문
1,하나정형외과의원,19521496,dlq****,조아요,11.22.수,8번째 방문
2,하나정형외과의원,19521496,뽈터치,친절해요,11.15.수,2번째 방문
3,하나정형외과의원,19521496,뽈터치,친절해요,11.8.수,1번째 방문
4,하나정형외과의원,19521496,들장미21,설명을 잘해 줘요,10.25.수,11번째 방문
5,하나정형외과의원,19521496,들장미21,친절해요,10.19.목,10번째 방문
6,하나정형외과의원,19521496,남윤희,자상하고  치료를  잘해줍니다 ~,10.12.목,3번째 방문
7,하나정형외과의원,19521496,들장미21,친절히 응대해요~,10.12.목,9번째 방문
8,하나정형외과의원,19521496,들장미21,친절해요~,10.10.화,8번째 방문
9,하나정형외과의원,19521496,들장미21,친절해요,10.5.목,7번째 방문
0,하태윤산부인과의원,19514119,지삼2,의사선생님과 간호사분들 다 친절하셔서 너무 좋았어요,8.23.수,1번째 방문
0,한걸음요양병원,12058371,va****,"친절해요

",11.8.수,11번째 방문
1,한걸음요양병원,12058371,va****,"친절해요
",10.12.목,10번째 방문
2,한걸음요양병원,12058371,va****,교통이좋아요,9.9.토,9번째 방문
3,한걸음요양병원,12058371,va****,친절해요,8.8.화,8번째 방문
4,한걸음요양병원,12058371,꽃향기80,"친절해요 
",7.7.금,1번째 방문
5,한걸음요양병원,12058371,va****,친절해요,7.4.화,7번째 방문
6,한걸음요양병원,12058371,va****,병원비 수납시 영수증 잘 확인하세요,6.5.월,6번째 방문
7,한걸음요양병원,12058371,va****,위치가 좋아요,5.10.수,5번째 방문
8,한걸음요양병원,12058371,ang****,친절해요 ,5.2.화,1번째 방문
9,한걸음요양병원,12058371,va****,친절해요,4.11.화,4번째 방문
0,한국원자력의학원원자력병원,31130138,ap****,굿,11.22.수,6번째 방문
1,한국원자력의학원원자력병원,31130138,Walter K,굿,11.20.월,1번째 방문
